N;Aleat triSelection;PresqueTri triSelection;PresqueTriDeb triSelection;PresqueTriDebFin triSelection;PresqueTriFin triSelection;;;Aleat triBulles;PresqueTri triBulles;PresqueTriDeb triBulles;PresqueTriDebFin triBulles;PresqueTriFin triBulles;;;Aleat triBullesOpti;PresqueTri triBullesOpti;PresqueTriDeb triBullesOpti;PresqueTriDebFin triBullesOpti;PresqueTriFin triBullesOpti;;;Aleat triPeigne;PresqueTri triPeigne;PresqueTriDeb triPeigne;PresqueTriDebFin triPeigne;PresqueTriFin triPeigne;;;Aleat triRapide;PresqueTri triRapide;PresqueTriDeb triRapide;PresqueTriDebFin triRapide;PresqueTriFin triRapide;;;
536;143915;143915;143915;143915;143915;;;143380;143380;143380;143380;143380;;;143365;1069;1069;1069;143380;;;10602;9530;9530;9530;9530;;;6020;6911;6145;6194;5805;;;
537;144452;144452;144452;144452;144452;;;143916;143916;143916;143916;143916;;;142788;1071;1071;1071;143916;;;10086;9549;9549;9549;9549;;;5711;6289;6227;5877;5595;;;
538;144990;144990;144990;144990;144990;;;144453;144453;144453;144453;144453;;;144375;1073;1073;1073;144453;;;11722;9570;9570;9570;9570;;;5986;5838;6028;6474;5539;;;
539;145529;145529;145529;145529;145529;;;144991;144991;144991;144991;144991;;;142713;1075;1075;1075;144991;;;10126;9587;9587;9587;9587;;;5939;5970;5667;6191;5488;;;
540;146069;146069;146069;146069;146069;;;145530;145530;145530;145530;145530;;;145152;1077;1077;1077;145530;;;11223;9603;9603;9603;9603;;;6390;6481;6348;5642;6044;;;
541;146610;146610;146610;146610;146610;;;146070;146070;146070;146070;146070;;;146004;1079;1079;1079;146070;;;10153;9612;9612;9612;9612;;;5776;5900;5605;6276;6085;;;
542;147152;147152;147152;147152;147152;;;146611;146611;146611;146611;146611;;;146205;1081;1081;1081;146611;;;11259;9633;9633;9633;9633;;;5898;5838;6134;6057;6184;;;
543;147695;147695;147695;147695;147695;;;147153;147153;147153;147153;147153;;;147117;1083;1083;1083;147153;;;10739;9653;9653;9653;9653;;;6227;6441;5734;5671;5631;;;
544;148239;148239;148239;148239;148239;;;147696;147696;147696;147696;147696;;;147135;1085;1085;1085;147696;;;10760;9672;9672;9672;9672;;;5986;5774;6171;7021;6736;;;
545;148784;148784;148784;148784;148784;;;148240;148240;148240;148240;148240;;;147712;1087;1087;1087;148240;;;9685;9685;9685;9685;9685;;;6348;6098;7160;6368;6009;;;
546;149330;149330;149330;149330;149330;;;148785;148785;148785;148785;148785;;;148707;1089;1089;1089;148785;;;11341;9703;9703;9703;9703;;;5741;5835;6066;5804;5983;;;
547;149877;149877;149877;149877;149877;;;149331;149331;149331;149331;149331;;;149121;1091;1091;1091;149331;;;10271;9724;9724;9724;9724;;;6133;6142;6970;6118;5800;;;
548;150425;150425;150425;150425;150425;;;149878;149878;149878;149878;149878;;;149787;1093;1093;1093;149878;;;11388;9744;9744;9744;9744;;;5673;6091;6406;6184;5994;;;
549;150974;150974;150974;150974;150974;;;150426;150426;150426;150426;150426;;;150150;1095;1095;1095;150426;;;10859;9761;9761;9761;9761;;;6009;5759;6274;5796;6073;;;
550;151524;151524;151524;151524;151524;;;150975;150975;150975;150975;150975;;;150072;1097;1097;1097;150975;;;10876;9776;9776;9776;9776;;;6085;6069;5908;6099;6070;;;
551;152075;152075;152075;152075;152075;;;151525;151525;151525;151525;151525;;;151434;1099;1099;1099;151525;;;10348;9797;9797;9797;9797;;;6062;6246;5749;5789;5806;;;
552;152627;152627;152627;152627;152627;;;152076;152076;152076;152076;152076;;;151845;1101;1101;1101;152076;;;11472;9816;9816;9816;9816;;;6143;5748;5755;5718;6379;;;
553;153180;153180;153180;153180;153180;;;152628;152628;152628;152628;152628;;;152352;1103;1103;1103;152628;;;10389;9836;9836;9836;9836;;;6598;6634;5762;6184;6034;;;
554;153734;153734;153734;153734;153734;;;153181;153181;153181;153181;153181;;;150903;1105;1105;1105;153181;;;10406;9852;9852;9852;9852;;;5840;6245;5828;5950;6638;;;
555;154289;154289;154289;154289;154289;;;153735;153735;153735;153735;153735;;;152700;1107;1107;1107;153735;;;10983;9873;9873;9873;9873;;;6575;6449;6795;6101;6687;;;
556;154845;154845;154845;154845;154845;;;154290;154290;154290;154290;154290;;;154262;1109;1109;1109;154290;;;10447;9891;9891;9891;9891;;;6238;6591;5521;5714;5831;;;
557;155402;155402;155402;155402;155402;;;154846;154846;154846;154846;154846;;;154066;1111;1111;1111;154846;;;11019;9905;9905;9905;9905;;;5929;5881;5741;6158;6123;;;
558;155960;155960;155960;155960;155960;;;155403;155403;155403;155403;155403;;;155150;1113;1113;1113;155403;;;11598;9924;9924;9924;9924;;;5949;6776;6099;6005;6087;;;
559;156519;156519;156519;156519;156519;;;155961;155961;155961;155961;155961;;;154686;1115;1115;1115;155961;;;12180;9944;9944;9944;9944;;;5791;5672;6531;6050;5815;;;
560;157079;157079;157079;157079;157079;;;156520;156520;156520;156520;156520;;;156244;1117;1117;1117;156520;;;11645;9965;9965;9965;9965;;;6297;5987;6495;5903;6344;;;
561;157640;157640;157640;157640;157640;;;157080;157080;157080;157080;157080;;;156674;1119;1119;1119;157080;;;10530;9969;9969;9969;10530;;;6376;6221;5811;6321;5730;;;
562;158202;158202;158202;158202;158202;;;157641;157641;157641;157641;157641;;;157605;1121;1121;1121;157641;;;11110;9986;9986;9986;10548;;;6455;5718;6564;6006;6247;;;
563;158765;158765;158765;158765;158765;;;158203;158203;158203;158203;158203;;;157768;1123;1123;1123;158203;;;11693;10004;10004;10004;10567;;;6324;6014;5817;6113;6010;;;
564;159329;159329;159329;159329;159329;;;158766;158766;158766;158766;158766;;;157905;1125;1125;1125;158766;;;10589;10025;10025;10025;10589;;;5873;6564;6338;6801;5943;;;
565;159894;159894;159894;159894;159894;;;159330;159330;159330;159330;159330;;;158055;1127;1127;1127;159330;;;11740;10045;10045;10045;10610;;;6152;7338;6430;6865;6230;;;
566;160460;160460;160460;160460;160460;;;159895;159895;159895;159895;159895;;;159705;1129;1129;1129;159895;;;11196;10064;10064;10064;10630;;;6599;6202;6528;6656;6359;;;
567;161027;161027;161027;161027;161027;;;160461;160461;160461;160461;160461;;;160161;1131;1131;1131;160461;;;11776;10075;10075;10075;10642;;;5792;6713;6122;6321;6115;;;
568;161595;161595;161595;161595;161595;;;161028;161028;161028;161028;161028;;;160167;1133;1133;1133;161028;;;11800;10096;10096;10096;10664;;;6081;5872;6215;6014;6076;;;
569;162164;162164;162164;162164;162164;;;161596;161596;161596;161596;161596;;;160693;1135;1135;1135;161596;;;10681;10112;10112;10112;10681;;;6650;6081;6751;5933;6245;;;
570;162734;162734;162734;162734;162734;;;162165;162165;162165;162165;162165;;;161934;1137;1137;1137;162165;;;10702;10132;10132;10132;10702;;;6503;6618;6322;6429;6222;;;
571;163305;163305;163305;163305;163305;;;162735;162735;162735;162735;162735;;;162482;1139;1139;1139;162735;;;11857;10144;10144;10144;10715;;;6441;6517;6320;6320;6514;;;
572;163877;163877;163877;163877;163877;;;163306;163306;163306;163306;163306;;;163261;1141;1141;1141;163306;;;11877;10161;10161;10161;10733;;;5987;6255;5845;6461;6466;;;
573;164450;164450;164450;164450;164450;;;163878;163878;163878;163878;163878;;;163527;1143;1143;1143;163878;;;13047;10182;10182;10182;10755;;;6100;5820;7095;6334;6531;;;
574;165024;165024;165024;165024;165024;;;164451;164451;164451;164451;164451;;;164360;1145;1145;1145;164451;;;12497;10201;10201;10201;10775;;;7554;7008;6278;6796;6624;;;
575;165599;165599;165599;165599;165599;;;165025;165025;165025;165025;165025;;;164164;1147;1147;1147;165025;;;11944;10219;10219;10219;10794;;;6577;6241;6157;6136;7195;;;
576;166175;166175;166175;166175;166175;;;165600;165600;165600;165600;165600;;;164004;1149;1149;1149;165600;;;13695;10239;10239;10239;10815;;;7245;6082;6091;6976;6336;;;
577;166752;166752;166752;166752;166752;;;166176;166176;166176;166176;166176;;;165798;1151;1151;1151;166176;;;11991;10260;10260;10260;10837;;;7372;6245;6390;6040;6081;;;
578;167330;167330;167330;167330;167330;;;166753;166753;166753;166753;166753;;;165933;1153;1153;1153;166753;;;13165;10275;10275;10275;10853;;;6194;6349;6585;6311;6370;;;
579;167909;167909;167909;167909;167909;;;167331;167331;167331;167331;167331;;;167310;1155;1155;1155;167331;;;12604;10288;10288;10288;10867;;;6099;6182;6566;6012;6175;;;
580;168489;168489;168489;168489;168489;;;167910;167910;167910;167910;167910;;;167445;1157;1157;1157;167910;;;12047;10307;10307;10307;10887;;;6213;6392;5980;6461;6480;;;
581;169070;169070;169070;169070;169070;;;168490;168490;168490;168490;168490;;;168454;1159;1159;1159;168490;;;11490;10328;10328;10328;10909;;;5950;7018;6170;6688;6937;;;
582;169652;169652;169652;169652;169652;;;169071;169071;169071;169071;169071;;;168900;1161;1161;1161;169071;;;11512;10348;10348;10348;10930;;;6712;7072;6225;6326;6108;;;
583;170235;170235;170235;170235;170235;;;169653;169653;169653;169653;169653;;;169247;1163;1163;1163;169653;;;12111;10362;10362;10362;10945;;;6062;6512;7424;6478;6429;;;
584;170819;170819;170819;170819;170819;;;170236;170236;170236;170236;170236;;;170026;1165;1165;1165;170236;;;12132;10380;10380;10380;10964;;;7239;6866;6871;7158;6839;;;
585;171404;171404;171404;171404;171404;;;170820;170820;170820;170820;170820;;;170775;1167;1167;1167;170820;;;12737;10397;10397;10397;10982;;;6996;6761;6189;6412;6912;;;
586;171990;171990;171990;171990;171990;;;171405;171405;171405;171405;171405;;;171300;1169;1169;1169;171405;;;12176;10418;10418;10418;11004;;;6995;6218;6619;6419;6264;;;
587;172577;172577;172577;172577;172577;;;171991;171991;171991;171991;171991;;;171988;1171;1171;1171;171991;;;11612;10438;10438;10438;11025;;;6466;6573;6351;6773;6789;;;
588;173165;173165;173165;173165;173165;;;172578;172578;172578;172578;172578;;;172512;1173;1173;1173;172578;;;12809;10457;10457;10457;11045;;;6726;7168;6844;7432;6516;;;
589;173754;173754;173754;173754;173754;;;173166;173166;173166;173166;173166;;;173130;1175;1175;1175;173166;;;14007;10473;10473;10473;11062;;;6392;6937;6126;6393;6501;;;
590;174344;174344;174344;174344;174344;;;173755;173755;173755;173755;173755;;;173290;1177;1177;1177;173755;;;14034;10494;10494;10494;11084;;;7411;6851;6571;7041;6582;;;
591;174935;174935;174935;174935;174935;;;174345;174345;174345;174345;174345;;;172515;1179;1179;1179;174345;;;11686;10504;10504;10504;11095;;;6471;6566;6754;6617;6982;;;
592;175527;175527;175527;175527;175527;;;174936;174936;174936;174936;174936;;;174558;1181;1181;1181;174936;;;12298;10522;10522;10522;11114;;;7378;6597;7367;6267;6705;;;
593;176120;176120;176120;176120;176120;;;175528;175528;175528;175528;175528;;;174825;1183;1183;1183;175528;;;12321;10542;10542;10542;11135;;;6301;6945;6381;6742;6888;;;
594;176714;176714;176714;176714;176714;;;176121;176121;176121;176121;176121;;;176001;1185;1185;1185;176121;;;11751;10563;10563;10563;11157;;;6598;6684;6701;6481;7126;;;
595;177309;177309;177309;177309;177309;;;176715;176715;176715;176715;176715;;;176562;1187;1187;1187;176715;;;12363;10578;10578;10578;11173;;;6604;6175;6070;7058;6156;;;
596;177905;177905;177905;177905;177905;;;177310;177310;177310;177310;177310;;;177139;1189;1189;1189;177310;;;11789;10597;10597;10597;11193;;;8241;6424;6984;6459;7317;;;
597;178502;178502;178502;178502;178502;;;177906;177906;177906;177906;177906;;;177630;1191;1191;1191;177906;;;11799;10605;10605;10605;11202;;;6309;7210;6840;6591;6971;;;
598;179100;179100;179100;179100;179100;;;178503;178503;178503;178503;178503;;;178448;1193;1193;1193;178503;;;11223;10625;10625;10625;11223;;;7469;7176;6664;6329;7143;;;
599;179699;179699;179699;179699;179699;;;179101;179101;179101;179101;179101;;;178948;1195;1195;1195;179101;;;11245;10646;10646;10646;11245;;;6708;7214;6782;6732;6994;;;
600;180299;180299;180299;180299;180299;;;179700;179700;179700;179700;179700;;;179424;1197;1197;1197;179700;;;11863;10663;10663;10663;11263;;;6482;6633;6739;7319;7073;;;
601;180900;180900;180900;180900;180900;;;180300;180300;180300;180300;180300;;;179922;1199;1199;1199;180300;;;11881;10679;10679;10679;11280;;;6271;6399;6818;6563;6421;;;
602;181502;181502;181502;181502;181502;;;180901;180901;180901;180901;180901;;;177975;1201;1201;1201;180901;;;11902;10698;10698;10698;11300;;;6613;7180;6763;6526;6579;;;
603;182105;182105;182105;182105;182105;;;181503;181503;181503;181503;181503;;;181475;1203;1203;1203;181503;;;11322;10719;10719;10719;11322;;;6418;6426;6871;6576;6771;;;
604;182709;182709;182709;182709;182709;;;182106;182106;182106;182106;182106;;;181970;1205;1205;1205;182106;;;11947;10739;10739;10739;11343;;;6535;6776;6788;7446;7045;;;
605;183314;183314;183314;183314;183314;;;182710;182710;182710;182710;182710;;;182275;1207;1207;1207;182710;;;11967;10757;10757;10757;11362;;;7086;6803;6458;6851;7172;;;
606;183920;183920;183920;183920;183920;;;183315;183315;183315;183315;183315;;;182909;1209;1209;1209;183315;;;11976;10764;10764;10764;11370;;;6150;7025;6939;6586;8213;;;
607;184527;184527;184527;184527;184527;;;183921;183921;183921;183921;183921;;;183326;1211;1211;1211;183921;;;12606;10785;10785;10785;11392;;;6757;7408;6401;6649;6762;;;
608;185135;185135;185135;185135;185135;;;184528;184528;184528;184528;184528;;;183667;1213;1213;1213;184528;;;12623;10799;10799;10799;11407;;;6442;7867;6885;7066;7131;;;
609;185744;185744;185744;185744;185744;;;185136;185136;185136;185136;185136;;;184671;1215;1215;1215;185136;;;12645;10818;10818;10818;11427;;;6557;6906;6990;6766;6759;;;
610;186354;186354;186354;186354;186354;;;185745;185745;185745;185745;185745;;;185574;1217;1217;1217;185745;;;13278;10838;10838;10838;11448;;;6934;6926;7222;7273;6633;;;
611;186965;186965;186965;186965;186965;;;186355;186355;186355;186355;186355;;;185689;1219;1219;1219;186355;;;12688;10855;10855;10855;11466;;;8121;6576;7557;6562;6431;;;
612;187577;187577;187577;187577;187577;;;186966;186966;186966;186966;186966;;;186776;1221;1221;1221;186966;;;12100;10876;10876;10876;11488;;;7052;7502;8184;6729;6607;;;
613;188190;188190;188190;188190;188190;;;187578;187578;187578;187578;187578;;;186675;1223;1223;1223;187578;;;12120;10894;10894;10894;11507;;;8818;6639;7514;7064;7865;;;
614;188804;188804;188804;188804;188804;;;188191;188191;188191;188191;188191;;;187110;1225;1225;1225;188191;;;12137;10909;10909;10909;11523;;;6773;6673;7447;6509;6424;;;
615;189419;189419;189419;189419;189419;;;188805;188805;188805;188805;188805;;;187724;1227;1227;1227;188805;;;12774;10929;10929;10929;11544;;;6754;6541;6926;6617;7414;;;
616;190035;190035;190035;190035;190035;;;189420;189420;189420;189420;189420;;;189405;1229;1229;1229;189420;;;13414;10950;10950;10950;11566;;;6737;7361;6886;7026;7100;;;
617;190652;190652;190652;190652;190652;;;190036;190036;190036;190036;190036;;;189370;1231;1231;1231;190036;;;12200;10966;10966;10966;11583;;;6731;6899;6546;7161;6663;;;
618;191270;191270;191270;191270;191270;;;190653;190653;190653;190653;190653;;;190218;1233;1233;1233;190653;;;13457;10985;10985;10985;11603;;;6565;6666;6745;6995;7339;;;
619;191889;191889;191889;191889;191889;;;191271;191271;191271;191271;191271;;;189318;1235;1235;1235;191271;;;12236;10998;10998;10998;11617;;;6888;7792;6828;6814;6718;;;
620;192509;192509;192509;192509;192509;;;191890;191890;191890;191890;191890;;;191187;1237;1237;1237;191890;;;11639;11019;11019;11019;11639;;;6507;6806;6857;7001;7228;;;
621;193130;193130;193130;193130;193130;;;192510;192510;192510;192510;192510;;;191915;1239;1239;1239;192510;;;12902;11039;11039;11039;11660;;;6660;6785;6608;7361;6536;;;
622;193752;193752;193752;193752;193752;;;193131;193131;193131;193131;193131;;;192941;1241;1241;1241;193131;;;12301;11057;11057;11057;11679;;;7127;7244;7253;7869;7657;;;
623;194375;194375;194375;194375;194375;;;193753;193753;193753;193753;193753;;;192213;1243;1243;1243;193753;;;12320;11074;11074;11074;11697;;;7386;7069;6917;6920;7717;;;
624;194999;194999;194999;194999;194999;;;194376;194376;194376;194376;194376;;;194076;1245;1245;1245;194376;;;11717;11093;11093;11093;11717;;;8187;6990;7074;7043;7166;;;
625;195624;195624;195624;195624;195624;;;195000;195000;195000;195000;195000;;;194964;1247;1247;1247;195000;;;12989;11114;11114;11114;11739;;;7119;6906;6987;6967;6937;;;
626;196250;196250;196250;196250;196250;;;195625;195625;195625;195625;195625;;;194959;1249;1249;1249;195625;;;12378;11126;11126;11126;11752;;;7281;6903;7046;6827;7393;;;
627;196877;196877;196877;196877;196877;;;196251;196251;196251;196251;196251;;;195951;1251;1251;1251;196251;;;12400;11146;11146;11146;11773;;;7123;7946;6654;7653;6820;;;
628;197505;197505;197505;197505;197505;;;196878;196878;196878;196878;196878;;;193718;1253;1253;1253;196878;;;13041;11157;11157;11157;11785;;;7217;7174;6843;7520;7233;;;
629;198134;198134;198134;198134;198134;;;197506;197506;197506;197506;197506;;;197485;1255;1255;1255;197506;;;14323;11178;11178;11178;11807;;;7272;6770;6906;6938;6668;;;
630;198764;198764;198764;198764;198764;;;198135;198135;198135;198135;198135;;;198044;1257;1257;1257;198135;;;13082;11192;11192;11192;11822;;;6792;7135;7012;8061;7549;;;
631;199395;199395;199395;199395;199395;;;198765;198765;198765;198765;198765;;;198465;1259;1259;1259;198765;;;13104;11211;11211;11211;11842;;;7128;8210;7299;7261;6930;;;
632;200027;200027;200027;200027;200027;;;199396;199396;199396;199396;199396;;;197626;1261;1261;1261;199396;;;13127;11231;11231;11231;11863;;;6926;7051;7355;7151;7423;;;
633;200660;200660;200660;200660;200660;;;200028;200028;200028;200028;200028;;;199125;1263;1263;1263;200028;;;11885;11252;11252;11252;11885;;;7164;7572;7040;7353;7169;;;
634;201294;201294;201294;201294;201294;;;200661;200661;200661;200661;200661;;;200310;1265;1265;1265;200661;;;12538;11270;11270;11270;11904;;;7365;6996;7799;7648;8117;;;
635;201929;201929;201929;201929;201929;;;201295;201295;201295;201295;201295;;;201105;1267;1267;1267;201295;;;13826;11286;11286;11286;11921;;;7924;7068;6981;7043;6803;;;
636;202565;202565;202565;202565;202565;;;201930;201930;201930;201930;201930;;;201605;1269;1269;1269;201930;;;13847;11303;11303;11303;11939;;;8338;7315;7292;7884;7299;;;
637;203202;203202;203202;203202;203202;;;202566;202566;202566;202566;202566;;;202005;1271;1271;1271;202566;;;13234;11323;11323;11323;11960;;;7007;7542;6905;6706;7348;;;
638;203840;203840;203840;203840;203840;;;203203;203203;203203;203203;203203;;;203137;1273;1273;1273;203203;;;13258;11344;11344;11344;11982;;;7037;7113;7454;6888;7245;;;
639;204479;204479;204479;204479;204479;;;203841;203841;203841;203841;203841;;;203345;1275;1275;1275;203841;;;13276;11359;11359;11359;11998;;;7372;7129;6820;7927;7293;;;
640;205119;205119;205119;205119;205119;;;204480;204480;204480;204480;204480;;;204155;1277;1277;1277;204480;;;12658;11378;11378;11378;12018;;;7623;7624;7816;6795;7409;;;
641;205760;205760;205760;205760;205760;;;205120;205120;205120;205120;205120;;;204984;1279;1279;1279;205120;;;13960;11396;11396;11396;12037;;;7513;6991;7342;8343;7639;;;
642;206402;206402;206402;206402;206402;;;205761;205761;205761;205761;205761;;;205166;1281;1281;1281;205761;;;12701;11417;11417;11417;12059;;;7277;6831;7493;7449;7478;;;
643;207045;207045;207045;207045;207045;;;206403;206403;206403;206403;206403;;;205457;1283;1283;1283;206403;;;12704;12061;12061;12061;12061;;;7618;7944;8072;7790;7008;;;
644;207689;207689;207689;207689;207689;;;207046;207046;207046;207046;207046;;;206668;1285;1285;1285;207046;;;12726;12082;12082;12082;12082;;;7502;6735;7408;7305;7036;;;
645;208334;208334;208334;208334;208334;;;207690;207690;207690;207690;207690;;;206870;1287;1287;1287;207690;;;12738;12093;12093;12093;12093;;;7339;8304;7501;7038;7287;;;
646;208980;208980;208980;208980;208980;;;208335;208335;208335;208335;208335;;;208320;1289;1289;1289;208335;;;12761;12115;12115;12115;12115;;;8215;7013;7081;7139;7111;;;
647;209627;209627;209627;209627;209627;;;208981;208981;208981;208981;208981;;;208420;1291;1291;1291;208981;;;12782;12135;12135;12135;12135;;;7253;7401;7450;7454;8279;;;
648;210275;210275;210275;210275;210275;;;209628;209628;209628;209628;209628;;;209475;1293;1293;1293;209628;;;12801;12153;12153;12153;12153;;;6963;7581;7513;7348;8276;;;
649;210924;210924;210924;210924;210924;;;210276;210276;210276;210276;210276;;;210045;1295;1295;1295;210276;;;13472;12174;12174;12174;12174;;;7267;8163;7949;7429;6824;;;
650;211574;211574;211574;211574;211574;;;210925;210925;210925;210925;210925;;;209272;1297;1297;1297;210925;;;13493;12193;12193;12193;12193;;;6849;7779;7214;7602;7822;;;
651;212225;212225;212225;212225;212225;;;211575;211575;211575;211575;211575;;;211344;1299;1299;1299;211575;;;12866;12215;12215;12215;12215;;;7471;7418;8348;7083;7233;;;
652;212877;212877;212877;212877;212877;;;212226;212226;212226;212226;212226;;;211950;1301;1301;1301;212226;;;12884;12232;12232;12232;12232;;;7006;7090;6852;7183;6977;;;
653;213530;213530;213530;213530;213530;;;212878;212878;212878;212878;212878;;;212833;1303;1303;1303;212878;;;12905;12252;12252;12252;12252;;;6764;7296;7246;7558;7533;;;
654;214184;214184;214184;214184;214184;;;213531;213531;213531;213531;213531;;;213476;1305;1305;1305;213531;;;12273;12273;12273;12273;12273;;;7533;7605;7589;6772;7316;;;
655;214839;214839;214839;214839;214839;;;214185;214185;214185;214185;214185;;;214149;1307;1307;1307;214185;;;12950;12295;12295;12295;12295;;;6900;7743;7265;7986;7974;;;
